Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
NeuN_plus.B37_T1_HS - nextera_transposase_sequence	(1, 5.460803038390811e-05)	(2, 6.143403418189662e-05)	(3, 6.6553537030388e-05)	(4, 7.508604177787365e-05)	(5, 8.703154842435354e-05)	(6, 9.04445503233478e-05)	(7, 0.00010068355602033057)	(8, 0.00011262906266681047)	(9, 0.00014334607975775878)	(10, 0.0001928346072931755)	(11, 0.0002167256205861353)	(12, 0.0002406166338790951)	(13, 0.0002713336509700434)	(14, 0.0003020506680609917)	(15, 0.00033276768515194)	(16, 0.00037031070604087686)	(17, 0.00039932122218232804)	(18, 0.00044369024686925334)	(19, 0.0005119502848491385)	(20, 0.0006791873778998571)	(21, 0.0007781644329706905)	(22, 0.0009914770516578316)	(23, 0.001172366152304527)	(24, 0.0015614483687898723)	(25, 0.0020204971242045997)	(26, 0.003261123314489012)	(27, 0.02039439284744018)	(28, 0.03854132394439264)	(29, 0.059415243558641515)	(30, 0.07908266700159591)	(31, 0.0987671554540453)	(32, 0.12774183507555703)	(33, 0.18069455953845293)	(34, 0.26918175327272753)	(35, 0.4074305146943384)	(36, 0.6378900549220266)	(37, 0.9741168174985972)	(38, 1.3396015388542961)	(39, 1.707557273584867)	(40, 2.0847980799816517)
NeuN_plus.B38_T1_HS - nextera_transposase_sequence	(1, 8.698825656796567e-05)	(2, 9.220755196204361e-05)	(3, 9.916661248748086e-05)	(4, 0.00011482449866971469)	(5, 0.00012178355919515194)	(6, 0.00012352332432651126)	(7, 0.00013396191511466714)	(8, 0.00014614027103418233)	(9, 0.00018963439931816517)	(10, 0.00028358171641156807)	(11, 0.0003044588979878799)	(12, 0.0003253360795641916)	(13, 0.00035317232166594064)	(14, 0.00039666644994992346)	(15, 0.0004453798736279842)	(16, 0.0004923535321746857)	(17, 0.0005445464861154651)	(18, 0.0006089177959757597)	(19, 0.0006732891058360543)	(20, 0.0008820609215991719)	(21, 0.0009916661248748086)	(22, 0.0012578501899727836)	(23, 0.0015188149596766806)	(24, 0.001920700705020682)	(25, 0.0026166067575644075)	(26, 0.004173696550130993)	(27, 0.028083288750402037)	(28, 0.054160628304346786)	(29, 0.08315381421844975)	(30, 0.10956866820787821)	(31, 0.1361314022334722)	(32, 0.1751630329555184)	(33, 0.2490230218422467)	(34, 0.377708229313501)	(35, 0.5787815843703537)	(36, 0.9106035083442529)	(37, 1.388259504689215)	(38, 1.8936856320609345)	(39, 2.3977477835696686)	(40, 2.909990310726054)
NeuN_plus.B39_T1_HS - nextera_transposase_sequence	(1, 0.0)	(2, 6.0972209192235295e-06)	(3, 1.0162034865372549e-05)	(4, 3.861573248841569e-05)	(5, 3.861573248841569e-05)	(6, 5.081017432686274e-05)	(7, 6.706943011145882e-05)	(8, 7.519905800375686e-05)	(9, 0.0001463333020613647)	(10, 0.00016056015087288628)	(11, 0.00019307866244207844)	(12, 0.00021543513914589805)	(13, 0.00025201846466123924)	(14, 0.00028047216228428235)	(15, 0.00032315270871884706)	(16, 0.0003516064063418902)	(17, 0.0003942869527764549)	(18, 0.0004389999061840941)	(19, 0.00048574526656480787)	(20, 0.0005670415454877882)	(21, 0.0006280137546800235)	(22, 0.000713374847549153)	(23, 0.000817027603175953)	(24, 0.0009247451727489019)	(25, 0.0010568516259987452)	(26, 0.0012438330675216)	(27, 0.0023840133794164)	(28, 0.004066846353122094)	(29, 0.006473216209242314)	(30, 0.00936939614587349)	(31, 0.011972909478381937)	(32, 0.014590649659701907)	(33, 0.018566037699035646)	(34, 0.025153068698770133)	(35, 0.03602034878379954)	(36, 0.05549487239979949)	(37, 0.0876902312602728)	(38, 0.1267510608757918)	(39, 0.17404313873226257)	(40, 0.2359136718065968)
NeuN_plus.B39_T1_HS - polya	(1, 0.0007824766846336863)	(2, 0.0008556433356643686)	(3, 0.0009166155448566039)	(4, 0.0010527868120525962)	(5, 0.0015263376367789568)	(6, 0.0024775041001778276)	(7, 0.002857564204142761)	(8, 0.0036075223772072547)	(9, 0.004089202829825914)	(10, 0.0066337763601152)	(11, 0.009960826575038172)	(12, 0.014413830253044423)	(13, 0.019230634779231013)	(14, 0.02375883751524102)	(15, 0.030079623201502745)	(16, 0.043861374885921)	(17, 0.050958540035897185)	(18, 0.07381295644812005)	(19, 0.07925167750806744)	(20, 0.0860399167981363)	(21, 0.09291961440199352)	(22, 0.09861848355449444)	(23, 0.10503072755454453)	(24, 0.11228642044842052)	(25, 0.11793244701962151)	(26, 0.13023054161369538)	(27, 0.1363745078932996)	(28, 0.14860350065028893)	(29, 0.15451780494193576)	(30, 0.16160074324310042)	(31, 0.17117744490022752)	(32, 0.17797787863213482)	(33, 0.1841442013884429)	(34, 0.19131656559642282)	(35, 0.20153550785704147)	(36, 0.22437366501347975)	(37, 0.2353080145286206)	(38, 0.24622813719494993)	(39, 0.25377852909992177)	(40, 0.2639263371164828)
NeuN_plus.B40_T2_HS - nextera_transposase_sequence	(1, 6.598187233833938e-06)	(2, 1.3196374467667876e-05)	(3, 2.9691842552252723e-05)	(4, 6.378247659372807e-05)	(5, 7.587915318909029e-05)	(6, 8.137764255061856e-05)	(7, 9.237462127367513e-05)	(8, 9.567371489059211e-05)	(9, 0.000175951659568905)	(10, 0.00023423564680110482)	(11, 0.00027382477020410843)	(12, 0.0003024169148840555)	(13, 0.0003332084553086139)	(14, 0.0003958912340300363)	(15, 0.00047506948083604356)	(16, 0.0005487492382805226)	(17, 0.000643323255298809)	(18, 0.0008500664552922723)	(19, 0.0009732326169905059)	(20, 0.0015692688637801717)	(21, 0.0017936072297305256)	(22, 0.0025260060126860925)	(23, 0.0028823081233131254)	(24, 0.003609208416907164)	(25, 0.0043603020636919275)	(26, 0.005677740114714103)	(27, 0.017907480152625308)	(28, 0.03452501470103608)	(29, 0.05521802956421162)	(30, 0.07799167280178945)	(31, 0.09837237346923018)	(32, 0.12154740643019958)	(33, 0.15745474135672388)	(34, 0.218373604690968)	(35, 0.30915806284128916)	(36, 0.460402810313103)	(37, 0.6914790251270737)	(38, 0.9554054147825589)	(39, 1.2498814113306953)	(40, 1.5989167184175321)
NeuN_plus.B40_T2_HS - polya	(1, 0.0006807129829572013)	(2, 0.0007741873021031821)	(3, 0.0008258731021015479)	(4, 0.0009820301999689512)	(5, 0.001523081553143334)	(6, 0.002627178216938213)	(7, 0.0030868519275619776)	(8, 0.0040182960254048685)	(9, 0.004598936501982255)	(10, 0.007287697799769585)	(11, 0.010774839752850821)	(12, 0.015258307978240982)	(13, 0.020138767135533486)	(14, 0.024956543514104566)	(15, 0.03185494826707795)	(16, 0.045402126356011326)	(17, 0.052519370985573535)	(18, 0.07413503236361352)	(19, 0.07988975132938901)	(20, 0.08701139475044045)	(21, 0.0941770260863841)	(22, 0.10024955773725594)	(23, 0.10678836128598537)	(24, 0.11404416784745809)	(25, 0.11982637926004124)	(26, 0.13134021598308146)	(27, 0.13709273555311235)	(28, 0.14788736986766468)	(29, 0.15354311602493265)	(30, 0.16045911594386292)	(31, 0.16904225783720858)	(32, 0.17541830610083678)	(33, 0.18114993141129385)	(34, 0.18758536336002657)	(35, 0.19672605207463117)	(36, 0.21573323009956213)	(37, 0.22505646866096948)	(38, 0.23442369513726907)	(39, 0.2408217373583434)	(40, 0.24957863151551332)
NeuN_plus.B41_T1_HS - nextera_transposase_sequence	(1, 3.444620407136909e-06)	(2, 5.166930610705364e-06)	(3, 1.2056171424979181e-05)	(4, 2.4112342849958363e-05)	(5, 3.1001583664232183e-05)	(6, 3.272389386780064e-05)	(7, 4.305775508921136e-05)	(8, 4.8224685699916726e-05)	(9, 8.783782038199117e-05)	(10, 0.00011022785302838109)	(11, 0.00014295174689618172)	(12, 0.00016534177954257164)	(13, 0.00018256488157825616)	(14, 0.00020323260402107764)	(15, 0.00026006884073883664)	(16, 0.0003134604570494587)	(17, 0.00034790666112082783)	(18, 0.00038407517539576535)	(19, 0.00042885524068854517)	(20, 0.0005804185386025692)	(21, 0.0006837571508166764)	(22, 0.0008387650691378374)	(23, 0.0009248805793162601)	(24, 0.001129835493540906)	(25, 0.0013744035424476267)	(26, 0.0016809747586828117)	(27, 0.0047983562271417144)	(28, 0.009508874633901437)	(29, 0.016007151031965216)	(30, 0.02446024951107919)	(31, 0.03254132898622238)	(32, 0.04025383407780192)	(33, 0.051736476204992804)	(34, 0.0719650095459043)	(35, 0.10708980383747936)	(36, 0.17053971173694124)	(37, 0.27254181123307936)	(38, 0.3924249352626652)	(39, 0.5353904606404755)	(40, 0.7279223513667823)
NeuN_plus.B41_T1_HS - polya	(1, 0.0008697666528020696)	(2, 0.0009231582691126916)	(3, 0.0009731052650161768)	(4, 0.001086777738451695)	(5, 0.0014880760158831447)	(6, 0.0023922888727565834)	(7, 0.0027556963257095272)	(8, 0.0033378371745156647)	(9, 0.0037356908315399778)	(10, 0.005838631590097061)	(11, 0.008620162568860114)	(12, 0.012276627131035944)	(13, 0.01638261465634314)	(14, 0.020407653602082618)	(15, 0.026475352449254284)	(16, 0.03931345270665354)	(17, 0.0455947180190677)	(18, 0.06580947287835065)	(19, 0.07091612263193112)	(20, 0.07733345045042718)	(21, 0.08402118097088349)	(22, 0.08974441777734146)	(23, 0.09584311820817736)	(24, 0.10269102357756553)	(25, 0.10829714329018085)	(26, 0.11911669598899788)	(27, 0.12457125240369918)	(28, 0.13508767850668815)	(29, 0.1404905656152824)	(30, 0.14700089818477116)	(31, 0.15554355679447068)	(32, 0.1616043664008281)	(33, 0.16692458261965104)	(34, 0.17312662166270104)	(35, 0.182018909243725)	(36, 0.2003305113280648)	(37, 0.20948459006003112)	(38, 0.21849916166550842)	(39, 0.22459958440654787)	(40, 0.23273577780820526)
NeuN_plus.B45_T2_HS - nextera_transposase_sequence	(1, 2.9897457699581972e-05)	(2, 3.363463991202972e-05)	(3, 5.418914208049233e-05)	(4, 9.529814641741755e-05)	(5, 0.00010464110194853691)	(6, 0.00011024687526720853)	(7, 0.00013080137743567115)	(8, 0.0001457501062854621)	(9, 0.00021488797721574545)	(10, 0.0002616027548713423)	(11, 0.0003045803503144914)	(12, 0.00034755794575764046)	(13, 0.00037558681235099855)	(14, 0.00043538172775016247)	(15, 0.0005474971941235949)	(16, 0.0006185036561601021)	(17, 0.0007287505314273106)	(18, 0.0008128371312073849)	(19, 0.0008950551398812354)	(20, 0.0010800456593973988)	(21, 0.0011753438058148163)	(22, 0.0014257350140488153)	(23, 0.00159203962250274)	(24, 0.0018760654706487688)	(25, 0.002141405407732559)	(26, 0.00271132569513084)	(27, 0.00912246178058495)	(28, 0.018067407406078633)	(29, 0.03016466622777199)	(30, 0.04467053898538792)	(31, 0.05816924113674918)	(32, 0.06991894201268489)	(33, 0.08564874194487745)	(34, 0.11069159995048981)	(35, 0.14995443627446584)	(36, 0.2184308259531459)	(37, 0.323824970117491)	(38, 0.4432017815297094)	(39, 0.5813299046928844)	(40, 0.7556956151790588)
NeuN_plus.B45_T2_HS - polya	(1, 0.0004951766431493264)	(2, 0.0005175997364240129)	(3, 0.0005344170563800277)	(4, 0.000560577331867162)	(5, 0.0006895101181966092)	(6, 0.0010015648329359961)	(7, 0.0011006001615658614)	(8, 0.0013005394099318158)	(9, 0.0014406837428986065)	(10, 0.0022535208741059913)	(11, 0.003481185230895076)	(12, 0.004905051653837668)	(13, 0.0065550176006333475)	(14, 0.008251698325084624)	(15, 0.0106995526742379)	(16, 0.016693992943004086)	(17, 0.019440821869153177)	(18, 0.029009876924125634)	(19, 0.031287689482612534)	(20, 0.034294252572526746)	(21, 0.03736247916894635)	(22, 0.03983836238469298)	(23, 0.042663672137303474)	(24, 0.04600845021744421)	(25, 0.048669323952707004)	(26, 0.054250805586997713)	(27, 0.05682385554026799)	(28, 0.062452051952214295)	(29, 0.06489990630136756)	(30, 0.06811575159517885)	(31, 0.07289747623600575)	(32, 0.07598065156127513)	(33, 0.07870318880304332)	(34, 0.0819657488745102)	(35, 0.08680539983963004)	(36, 0.09791043678391852)	(37, 0.10302663923275948)	(38, 0.10787563315341044)	(39, 0.11126899460231299)	(40, 0.1158489114036677)
NeuN_plus.B46_T2_HS - nextera_transposase_sequence	(1, 3.719684086486598e-06)	(2, 1.3018894302703092e-05)	(3, 2.4177946562162886e-05)	(4, 2.9757472691892782e-05)	(5, 3.533699882162268e-05)	(6, 4.6496051081082476e-05)	(7, 6.137478742702887e-05)	(8, 6.695431355675876e-05)	(9, 0.00011159052259459793)	(10, 0.0001729653100216268)	(11, 0.0001952834145405464)	(12, 0.0002101621508864928)	(13, 0.00023248025540541237)	(14, 0.00026409757014054846)	(15, 0.00030129441100541445)	(16, 0.0003384912518702804)	(17, 0.00039614635521082267)	(18, 0.0004779794051135278)	(19, 0.0005449337186702866)	(20, 0.0007755541320324556)	(21, 0.0009224816534486763)	(22, 0.0013037492723135527)	(23, 0.0015715665265405875)	(24, 0.0020793034043460083)	(25, 0.002570301703762239)	(26, 0.0034760447788217256)	(27, 0.014856418241427471)	(28, 0.027763722021535965)	(29, 0.04649605108108247)	(30, 0.06974407662162371)	(31, 0.09282843606235953)	(32, 0.11655630085005754)	(33, 0.15021014262254503)	(34, 0.2047258325940926)	(35, 0.2832911400268193)	(36, 0.4074486153076122)	(37, 0.5858985995147635)	(38, 0.786679707135137)	(39, 1.0167384482002466)	(40, 1.315533231499542)
NeuN_plus.B46_T2_HS - polya	(1, 0.0009094627591459732)	(2, 0.0009671178624865155)	(3, 0.0010117540715243547)	(4, 0.0010898674373405733)	(5, 0.0014692752141622061)	(6, 0.002272726976843311)	(7, 0.0025981993344108886)	(8, 0.003273321996108206)	(9, 0.003665748667232542)	(10, 0.005425159240140703)	(11, 0.007768560214627259)	(12, 0.010947030266530058)	(13, 0.014132939686605828)	(14, 0.017292811318076192)	(15, 0.021949855794357414)	(16, 0.0316693903123469)	(17, 0.036880667717514616)	(18, 0.05312824780728808)	(19, 0.057130627884347654)	(20, 0.0620164329319478)	(21, 0.06730396386088851)	(22, 0.07163181629551565)	(23, 0.07642090955686716)	(24, 0.0816675239608565)	(25, 0.08614788344302961)	(26, 0.09501003077908393)	(27, 0.09924675095359216)	(28, 0.10800846681931134)	(29, 0.11223588778360336)	(30, 0.11745832424103055)	(31, 0.12457593974052265)	(32, 0.12945244557790658)	(33, 0.13410763021214456)	(34, 0.13948071387507444)	(35, 0.14665784431995033)	(36, 0.16330715029106435)	(37, 0.17130633091905378)	(38, 0.17915672418358375)	(39, 0.1841838772264704)	(40, 0.19104297468195167)
NeuN_plus.B47_T2_HS - nextera_transposase_sequence	(1, 1.0914523903945579e-05)	(2, 1.559217700563654e-05)	(3, 1.871061240676385e-05)	(4, 6.704636112423713e-05)	(5, 7.79608850281827e-05)	(6, 7.952010272874636e-05)	(7, 9.51122797343829e-05)	(8, 0.00010758602133889213)	(9, 0.0001871061240676385)	(10, 0.00026038935599413026)	(11, 0.00030716588701103985)	(12, 0.00032743571711836734)	(13, 0.0003601792888302041)	(14, 0.00041631112605049566)	(15, 0.0004927127933781147)	(16, 0.0005566407191012245)	(17, 0.0006283647333271525)	(18, 0.0007375099723666084)	(19, 0.0008279445989993003)	(20, 0.0010883339549934306)	(21, 0.001248933378151487)	(22, 0.0016465338917952188)	(23, 0.0018897718530831488)	(24, 0.0022421550534105347)	(25, 0.002596097471438484)	(26, 0.00337102866861862)	(27, 0.012589123714350944)	(28, 0.023182448771980408)	(29, 0.03584641493595841)	(30, 0.050080513324404004)	(31, 0.06356462799887849)	(32, 0.07942187201361085)	(33, 0.10939939152464766)	(34, 0.1645832243829965)	(35, 0.24780490993288098)	(36, 0.38449684808819484)	(37, 0.5834670596394221)	(38, 0.7953912518469324)	(39, 1.021510562000374)	(40, 1.2797326053907208)
NeuN_plus.B47_T2_HS - polya	(1, 0.0008372999052026822)	(2, 0.0008778395654173372)	(3, 0.0008934317424229738)	(4, 0.0009620373212477746)	(5, 0.0011694132754227406)	(6, 0.0015654545713659088)	(7, 0.001740086953829038)	(8, 0.002033219881535005)	(9, 0.00223591818260828)	(10, 0.0035175951324716037)	(11, 0.0054058077678541885)	(12, 0.008201485104964821)	(13, 0.01069779264356723)	(14, 0.013438897361158135)	(15, 0.017442968416205597)	(16, 0.026692247815949196)	(17, 0.0311921500997759)	(18, 0.04631968023064447)	(19, 0.04991211781274313)	(20, 0.05446815193379013)	(21, 0.05920193687270138)	(22, 0.06303137554528572)	(23, 0.06738627058296)	(24, 0.07224011528481465)	(25, 0.07599938916087362)	(26, 0.08494618032670788)	(27, 0.08899858713047282)	(28, 0.09789860176529015)	(29, 0.10171868513167111)	(30, 0.10698416330647456)	(31, 0.11460717864453027)	(32, 0.11938618089675787)	(33, 0.12328578436586757)	(34, 0.12856997315307778)	(35, 0.13605733655118446)	(36, 0.1549223115103041)	(37, 0.16341381110757378)	(38, 0.1714344269592732)	(39, 0.17692755091835896)	(40, 0.18461605339983833)
NeuN_plus.B50_T1_HS - nextera_transposase_sequence	(1, 1.625668111661637e-05)	(2, 2.3843132304370674e-05)	(3, 3.793225593877153e-05)	(4, 7.478073313643531e-05)	(5, 8.236718432418961e-05)	(6, 8.670229928862064e-05)	(7, 9.428875047637495e-05)	(8, 0.00011054543159299132)	(9, 0.0001961639521405042)	(10, 0.0002503528891958921)	(11, 0.0002969553750635257)	(12, 0.0003327200735200817)	(13, 0.0003663172144944222)	(14, 0.00041617103658537905)	(15, 0.0005082922295795385)	(16, 0.0005809054052337583)	(17, 0.0006611050320757324)	(18, 0.0007608126762576462)	(19, 0.0008746094440739607)	(20, 0.001129297448234284)	(21, 0.00128102647198937)	(22, 0.0015638927234184947)	(23, 0.0017611404543001067)	(24, 0.00211228476641902)	(25, 0.002513282900628891)	(26, 0.0033521276462462955)	(27, 0.014513964900915095)	(28, 0.028461113520230834)	(29, 0.04605409382463307)	(30, 0.06303365536156831)	(31, 0.07686050454062109)	(32, 0.09121190263037002)	(33, 0.11246697130097537)	(34, 0.14529571314787046)	(35, 0.19352928602087124)	(36, 0.2744929768753263)	(37, 0.3984295785934451)	(38, 0.5414482726062482)	(39, 0.6973151635948837)	(40, 0.8717753626659639)
NeuN_plus.B50_T1_HS - polya	(1, 0.0008323420731707581)	(2, 0.000877860780297284)	(3, 0.0009071228063071934)	(4, 0.0010122493441946459)	(5, 0.0012485131097561373)	(6, 0.0017838998078633698)	(7, 0.0020212473521659686)	(8, 0.0024298319375635935)	(9, 0.0026834361629828087)	(10, 0.004028405580697537)	(11, 0.006044234039157967)	(12, 0.008591114080761198)	(13, 0.011271298907520683)	(14, 0.013889708346037026)	(15, 0.017711112187182982)	(16, 0.026478882202744743)	(17, 0.030846510529409007)	(18, 0.045292197369634316)	(19, 0.04879388648215348)	(20, 0.0533641814334049)	(21, 0.05792147103976302)	(22, 0.061491438212971976)	(23, 0.06563905945519136)	(24, 0.0704488695082276)	(25, 0.07414780635162838)	(26, 0.08215151235470916)	(27, 0.08586995721544988)	(28, 0.09422480753064959)	(29, 0.09788147700314716)	(30, 0.10274330843575656)	(31, 0.10922105397135763)	(32, 0.11372523841940148)	(33, 0.1175563962692174)	(34, 0.12220363951108747)	(35, 0.1290812994021573)	(36, 0.14486003409394516)	(37, 0.15244106638799393)	(38, 0.15984761030472433)	(39, 0.16476796578935354)	(40, 0.17149931555037384)
NeuN_plus.B51_T1_HS - nextera_transposase_sequence	(1, 1.0708463226434537e-05)	(2, 1.3385579033043172e-05)	(3, 1.873981064626044e-05)	(4, 6.29122214553029e-05)	(5, 7.228212677843313e-05)	(6, 7.362068468173744e-05)	(7, 8.165203210156335e-05)	(8, 8.700626371478062e-05)	(9, 0.00016999685371964828)	(10, 0.00025432600162782025)	(11, 0.0002824357175972109)	(12, 0.00030385264405008)	(13, 0.0003252695705029491)	(14, 0.00036141063389216564)	(15, 0.00042967708696068583)	(16, 0.0004925893084159887)	(17, 0.0005836112458406823)	(18, 0.0006706175095554629)	(19, 0.0007643165627867651)	(20, 0.0009035265847304141)	(21, 0.0010226582381244983)	(22, 0.0012354889447498847)	(23, 0.0014322569565356194)	(24, 0.0016946143055832656)	(25, 0.0020573634973787354)	(26, 0.0029301032503331504)	(27, 0.0166195349274264)	(28, 0.03290175326322012)	(29, 0.052187695534028716)	(30, 0.06892903923065581)	(31, 0.08497567137546796)	(32, 0.10586386745653184)	(33, 0.14281609693515082)	(34, 0.20762773205524254)	(35, 0.31127762473970905)	(36, 0.48369057547482164)	(37, 0.7321483392545558)	(38, 1.008520389549798)	(39, 1.295560746334376)	(40, 1.597364058234497)
NeuN_plus.B52_T1_HS - nextera_transposase_sequence	(1, 1.2717845242951033e-06)	(2, 5.087138097180413e-06)	(3, 1.3989629767246135e-05)	(4, 5.0871380971804133e-05)	(5, 6.486101073905026e-05)	(6, 6.613279526334537e-05)	(7, 8.26659940791817e-05)	(8, 8.902491670065723e-05)	(9, 0.00016024485006118302)	(10, 0.00021493158460587244)	(11, 0.00025181333581043044)	(12, 0.00027216188819915207)	(13, 0.0003090436394037101)	(14, 0.000344653606083973)	(15, 0.00040315569420154774)	(16, 0.000455298859697647)	(17, 0.0005112573787666315)	(18, 0.0006053694335644692)	(19, 0.0006943943502651263)	(20, 0.0009652844539399833)	(21, 0.001083560414699428)	(22, 0.0013862451314816625)	(23, 0.0015795563791745181)	(24, 0.001991614565046132)	(25, 0.00240240096639345)	(26, 0.002979791140423427)	(27, 0.009563819622699176)	(28, 0.020433761951849424)	(29, 0.036689711741389436)	(30, 0.0553467907127986)	(31, 0.07074937308653659)	(32, 0.08255026168747086)	(33, 0.09664799313928207)	(34, 0.1181716744284524)	(35, 0.14818578920181685)	(36, 0.198268663768558)	(37, 0.27848647263847165)	(38, 0.37315429727342625)	(39, 0.49078419149452895)	(40, 0.6488072339917684)
NeuN_plus.B52_T1_HS - polya	(1, 0.0006358922621475516)	(2, 0.0006804047204978802)	(3, 0.0007211018252753236)	(4, 0.0008597263384234898)	(5, 0.0012425334802363159)	(6, 0.0019242099852584912)	(7, 0.002293027497304071)	(8, 0.002942909389218869)	(9, 0.0033562393596147776)	(10, 0.005733204635522325)	(11, 0.00891139416173579)	(12, 0.013304137908651075)	(13, 0.017966499974716922)	(14, 0.022766214769406642)	(15, 0.02987040312211909)	(16, 0.044260645014518187)	(17, 0.051579764951836506)	(18, 0.07384362483414658)	(19, 0.079473814923201)	(20, 0.08678911950694644)	(21, 0.09365929950718858)	(22, 0.09976132165475649)	(23, 0.10642038542396565)	(24, 0.11378910495773148)	(25, 0.11965711875282908)	(26, 0.13208245355519224)	(27, 0.13815268108965278)	(28, 0.1495198911678024)	(29, 0.15538027425575424)	(30, 0.1625327904203899)	(31, 0.17714177925096775)	(32, 0.18394328288689796)	(33, 0.18999316186896978)	(34, 0.19719019049195577)	(35, 0.20740643557561833)	(36, 0.23083016294408554)	(37, 0.2420841841995729)	(38, 0.2524683048404424)	(39, 0.25940970477404507)	(40, 0.2693932132897617)
NeuN_plus.B53_T1_HS - nextera_transposase_sequence	(1, 7.48443365036097e-06)	(2, 1.496886730072194e-05)	(3, 2.8440847871371686e-05)	(4, 7.185056304346531e-05)	(5, 8.532254361411506e-05)	(6, 9.87945241847648e-05)	(7, 0.00011526027821555894)	(8, 0.0001287322587862087)	(9, 0.0002484831971919842)	(10, 0.0003367995142662436)	(11, 0.00040865007730970897)	(12, 0.0004370909251810806)	(13, 0.0004745130934328855)	(14, 0.0005448667697462786)	(15, 0.0006436612939310434)	(16, 0.0007349713844654473)	(17, 0.0008457410024907896)	(18, 0.0009505230735958432)	(19, 0.001073267785461763)	(20, 0.0014010859793475736)	(21, 0.001582209273686309)	(22, 0.0020043313315666676)	(23, 0.002255808302218796)	(24, 0.0027273276221915373)	(25, 0.003188368735053773)	(26, 0.004044587944655068)	(27, 0.013012436344517582)	(28, 0.02620000843645361)	(29, 0.044267431268424993)	(30, 0.06379581554894684)	(31, 0.08017624703612686)	(32, 0.09621239457539027)	(33, 0.12018653244422653)	(34, 0.16028513416940046)	(35, 0.2192834277484659)	(36, 0.3173564525293359)	(37, 0.46820221897890113)	(38, 0.6431358866887881)	(39, 0.8446333063105361)	(40, 1.082100914055919)
NeuN_plus.B53_T1_HS - polya	(1, 0.001297800794972592)	(2, 0.001374142018206274)	(3, 0.0014250361670287287)	(4, 0.0015223338044834213)	(5, 0.001860630205479737)	(6, 0.0027093649814306712)	(7, 0.0030895742108690083)	(8, 0.0038080798413036615)	(9, 0.004248164539944886)	(10, 0.006728505851674511)	(11, 0.010371928152670231)	(12, 0.015257766439625873)	(13, 0.020261858778257216)	(14, 0.025144703291752713)	(15, 0.032233958845374625)	(16, 0.04829555345904927)	(17, 0.056098823982915616)	(18, 0.08202639903449609)	(19, 0.08807980897090803)	(20, 0.09549837960514583)	(21, 0.10262505732701954)	(22, 0.10887306253834088)	(23, 0.11582310762606608)	(24, 0.12383893606560267)	(25, 0.13002706580772114)	(26, 0.14404840380830736)	(27, 0.15040119109073377)	(28, 0.16348996865848503)	(29, 0.16978587424516867)	(30, 0.1777687711766437)	(31, 0.18877837307632467)	(32, 0.196518774357528)	(33, 0.2030751382352442)	(34, 0.21097570639656524)	(35, 0.22239395837355594)	(36, 0.25004145627798935)	(37, 0.26352092128228943)	(38, 0.27603339745896294)	(39, 0.2842318460795683)	(40, 0.2957593707878543)
NeuN_plus.B54_T1_HS - nextera_transposase_sequence	(1, 5.615651843737131e-06)	(2, 1.6846955531211394e-05)	(3, 2.9482172179619937e-05)	(4, 4.07134758670942e-05)	(5, 4.7733040671765616e-05)	(6, 5.054086659363418e-05)	(7, 5.475260547643703e-05)	(8, 6.738782212484557e-05)	(9, 0.00011652477575754547)	(10, 0.00017268129419491677)	(11, 0.00020777911821827385)	(12, 0.0002190104219057481)	(13, 0.00024568476816349947)	(14, 0.0002751669403431194)	(15, 0.00031588041621021364)	(16, 0.00035518997911637354)	(17, 0.0003987112809053363)	(18, 0.00047031084191298474)	(19, 0.0005391025769987646)	(20, 0.0007861912581231984)	(21, 0.0008942925561151381)	(22, 0.0011666516705363889)	(23, 0.0013870660054030714)	(24, 0.0018040281548005533)	(25, 0.0022420489986120493)	(26, 0.0033637754543985416)	(27, 0.018836300196855272)	(28, 0.04016735372529076)	(29, 0.0715574436188204)	(30, 0.10729124021348069)	(31, 0.13923447181361842)	(32, 0.16411040556841297)	(33, 0.19272215171225365)	(34, 0.23652704391932516)	(35, 0.30273698306994684)	(36, 0.41459515214534676)	(37, 0.5871220159145608)	(38, 0.7855693246815044)	(39, 1.0228909833367184)	(40, 1.329415723575266)
